学号,individual_report
pjxyqxbk167,"【学业发展诊断建议书】
学号：pjxyqxbk167 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【日常锻炼】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【日常锻炼】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【日常锻炼】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk168,"【学业发展诊断建议书】
学号：pjxyqxbk168 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【作业提交】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议维持当前状态，鼓励其在保持【作业提交】优势的同时，进一步优化在【社团活动】维度的表现。"
pjxyqxbk171,"【学业发展诊断建议书】
学号：pjxyqxbk171 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk180,"【学业发展诊断建议书】
学号：pjxyqxbk180 | 诊断画像：自律型领航者 | 演化轨迹：持续优良型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：该生行为模式稳定，但在评价体系中触发了【高危稳态偏离】。 系统判定的风险概率极高，达到 0.862。虽在【特征标签】上极其自律，但由于完全偏离了【student】等关键考核指标，导致学业轨迹出现结构性偏差。

3. 诊断结论：系统判定风险概率为 0.862。核心归因为【综合偏差】，当前学业薄弱点为【student】。

4. 干预建议：建议关注该生是否存在‘盲目自律’，需引导其将精力回归至【student】，确保能顺利达成学业目标。"
pjxyqxbk182,"【学业发展诊断建议书】
学号：pjxyqxbk182 | 诊断画像：自律型领航者 | 演化轨迹：行为波动型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.851。该生在【student】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.851。核心归因为【综合偏差】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议维持当前状态，鼓励其在保持【student】优势的同时，进一步优化在【讨论记录】维度的表现。"
pjxyqxbk183,"【学业发展诊断建议书】
学号：pjxyqxbk183 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.851）。其在【线上学习】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.851。核心归因为【综合偏差】，当前学业薄弱点为【线上学习】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【线上学习】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk185,"【学业发展诊断建议书】
学号：pjxyqxbk185 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk190,"【学业发展诊断建议书】
学号：pjxyqxbk190 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【特征标签】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【特征标签】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【特征标签】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk194,"【学业发展诊断建议书】
学号：pjxyqxbk194 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk195,"【学业发展诊断建议书】
学号：pjxyqxbk195 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk198,"【学业发展诊断建议书】
学号：pjxyqxbk198 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk199,"【学业发展诊断建议书】
学号：pjxyqxbk199 | 诊断画像：平衡型稳健生 | 演化轨迹：持续优良型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【图书馆】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议维持当前状态，鼓励其在保持【图书馆】优势的同时，进一步优化在【本科生综合测评】维度的表现。"
pjxyqxbk201,"【学业发展诊断建议书】
学号：pjxyqxbk201 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqxbk204,"【学业发展诊断建议书】
学号：pjxyqxbk204 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
